Tibetan	Description
བདག་མེད་པ་	The view that there is no self existing independent of the five psycho-physical aggregates. Also translated here as “selflessness” and “absence of self.”
བདག་མེད་པ་	This describes actual reality, as finally there is no enduring person himself or thing itself, since persons and things exist only in the relative, conventional, or superficial sense, and not in any ultimate or absolute sense. To understand Buddhist teaching correctly, we must be clear about the two senses (conventional/ultimate, or relative/absolute), since mistaking denial of ultimate self as denial of conventional self leads to nihilism, and mistaking affirmation of conventional self as affirmation of ultimate self leads to absolutism. Nihilism and absolutism effectively prevent us from realizing our enlightenment, hence are to be avoided.
བདག་མེད་	The absence of any enduring, singular, or independent essence in individuals or phenomena.
བདག་མེད་	The Buddhist view that there is no self in persons or phenomena that exists independently of the five psycho-physical aggregates.
བདག་མེད་	Selflessness denotes the lack of inherent existence in self-identity and also, more subtly, in all physical and mental phenomena. Also translated here as “non-self” or “absence of self.”
བདག་ཉིད་ཆེན་པོའི་སྒྲོན་མ་	Foremost in terms of miraculous abilities among the followers of the buddha Tejorāśi.
བདག་ཉིད་ཆེན་པོ་	A buddha.
བདག་ཉིད་ཆེན་པོ་	Father of the buddha Ananta pratibhāna raśmi.
བདག་ཉིད་ཆེ་	Father of the buddha Sujāta.
བདག་ཉིད་ཇི་ལྟ་བ་	The quality or condition of things as they really are, which cannot be conveyed in conceptual, dualistic terms. Akin to other terms rendered here as “suchness,” “the real,” and “natural state.”
བདག་ཉིད་ཕྱུག་པོ་	Father of the buddha Guṇakūṭa.
བདག་ཉིད་སྣང་བ་	Buddha in the presence of whom the buddha Hutārci (942 according to the third enumeration) first gave rise to the mind of awakening.
བདག་ཉིད་ཐུལ་	Father of the buddha Prabhāsthita kalpa.
བདག་པོ་མ་	One of the female śrāvakas attending the delivery of the MMK.
བདག་ཏུ་འདུ་ཤེས་	Third of the four misconceptions; the mistaken notion of a self existing independent of the five psycho-physical aggregates.
བདག་	It is crucial to understand what is meant by “self,” before one is able to realize the all-important “absence of self.” Before we can discover an absence, we have to know what we are looking for. In Mahāyāna, there is a self of persons and a self of things, both presumed habitually by living beings and hence informative of their perceptions. Were these “selves” to exist as they appear because of our presumption, they should exist as substantial, self-subsistent entities within things, or as the intrinsic realities of things, or as the intrinsic identities of things, all permanent, unrelated and unrelative, etc. The nondiscovery of such “selves” within changing, relative, interdependent persons and things is the realization of ultimate reality, or absence of self.
བདེ་འབྱུང་དཔལ་	A buddha.
བདེ་འབྱུང་	A buddha realm.
བདེ་འབྱུང་	A great bodhisattva.
བདེ་འགྲོ་མ་	Mother of the buddha Praśāntagāmin.
བདེ་འགྲོ་	Son of the buddha Kusumanetra.
བདེ་འགྲོ་	An epithet of a fully realized buddha (samyak sambuddha).
བདེ་འོད་	Mother of the buddha Siṃhahanu.
བདེ་འོད་	Son of the buddha Amoghavikramin.
བདེ་བ་བཀོད་པ་	A buddha realm.
བདེ་བ་བཀོད་པ་	Birthplace of the buddha Jñānin.
བདེ་བ་ཅན་	The realm of Buddha Amitābha, described in the Sukhāvatī vyuha Sūtra, where Avalokiteśvara first appears in the sūtras.
བདེ་བ་ཅན་	Meaning “the delightful” or “the land of delight,” the name of the buddhafield of Amitābha / Amitāyus, in the western direction from our world.
བདེ་བ་ཅན་	The pure land of Buddha Amitābha in which a practitioner can take rebirth through a combination of pure faith, sufficient merit, and one-pointed determination.
བདེ་བ་ཅན་	The realm of the Buddha Amitābha, also known as Amitāyus, which was first described in the Sukhāvatīvyūha Sūtra (Toh 115, https://read.84000.co/translation/toh115.html ).
བདེ་བ་ཅན་	The blissful pure land of the Buddha Amitābha. A practitioner can take rebirth there through a combination of pure faith, sufficient merit, and one-pointed determination.
བདེ་བ་ཅན་	Sukhāvatī (Blissful) is the buddhafield to the west inhabited by the buddha Amitābha, who is also known as Amitāyus. It is classically described in The Display of the Pure Land of Sukhāvatī ( https://read.84000.co/translation/toh115.html ).
བདེ་བ་ཆེན་པོ་ཐོབ་པ་	Name of the thus-gone one of the world system Luminosity.
བདེ་བ་ཆེན་པོ་	One of the epithets of Saṃvara.
བདེ་བ་དང་སྡུག་བསྔལ་ཐམས་ཅད་ལ་མངོན་པར་དགའ་བ་མེད་པ་	Name of the ninety-third meditative stability.
བདེ་བ་དང་སྡུག་བསྔལ་ཐམས་ཅད་ལ་མངོན་པར་དགའ་བ་མེད་པ་	Lit. “not taking pleasure in any happiness or suffering.” Name of a meditative stabilization.
བདེ་བ་ལ་ཆགས་པའི་ཤུགས་	A class of vidyādharas.
བདེ་བ་མཛད་པ་	One of the future buddhas of this kalpa.
བདེ་བ་རབ་ཏུ་འཕེལ་བ་	One of the twenty-seven realms of the Heaven Free from Strife.
བདེ་བ་རྒྱ་ཆེན་པོ་དམིགས་པ་	A mountain in Moving in Mixed Environments.
བདེ་བ་རིན་པོ་ཆེའི་རང་བཞིན་	A forest on Vast Garlands of Bliss.
བདེ་བ་ཐམས་ཅད་ཀྱིས་བརྒྱན་པ་	An eastern buddha realm where the buddha Mārapramardaka resides.
བདེ་བ་ཐམས་ཅད་ཀྱིས་རབ་ཏུ་བརྒྱན་པ་	A universe, or buddhafield, where the bodhisattvas live in a constant state of bliss. The Skt. of the Potala MS has Sarva sukha pratimaṇḍita, that of the excerpt cited in the Śikṣāsamuccaya has Sarvasukhamaṇḍitā.
བདེ་བ་ཐམས་ཅད་ཉེ་བར་སྒྲུབ་མཛད་	A buddha.
བདེ་བ་ཐམས་ཅད་	A buddha realm.
བདེ་བ་ཡོད་པ་	A four-continent world in the distant past.
བདེ་བ་ཡོད་པ་	The realm of the Buddha Amitābha, also known as Amitāyus, which was first described in the Sukhāvatīvyūha Sūtra (Toh 115, https://read.84000.co/translation/toh115.html ).
བདེ་བ་ཡོད་པ་	Sukhāvatī (Blissful) is the buddhafield to the west inhabited by the Buddha Amitāyus, more commonly known as Amitābha. It is classically described in The Display of the Pure Land of Sukhāvatī ( http://read.84000.co/translation/toh115.html ).
བདེ་བའི་འབྱུང་གནས་	A buddha.
བདེ་བའི་འདུ་ཤེས་	Second of the four misconceptions.
བདེ་བའི་འོད་	Mother of the buddha Merudhvaja.
བདེ་བའི་འོད་	Foremost in terms of miraculous abilities among the followers of the buddha Anantarūpa.
བདེ་བའི་འོད་	Buddha in the presence of whom the buddha Pratibhāna cakṣus (728 according to the third enumeration) first gave rise to the mind of awakening.
བདེ་བའི་ཆུ་	A river on Saṅkāśa.
བདེ་བའི་དབང་པོ་	Father of the buddha Vidyutprabha.
བདེ་བའི་དཔལ་	A buddha realm.
བདེ་བའི་དྲི་	A world system.
བདེ་བའི་མཆོག་	A wrathful deity of the heruka type.
བདེ་བའི་མུ་ཁྱུད་	One of the bodhisattvas attending the delivery of the MMK.
བདེ་བའི་ཕྲེང་བ་རྒྱ་ཆེན་པོ་	A mountain in Moving in Mixed Environments.
བདེ་བའི་རྒྱལ་པོ་	A buddha realm.
བདེ་བའི་རྒྱལ་པོ་	A great bodhisattva.
བདེ་བའི་སྟབས་	Foremost in terms of miraculous abilities among the followers of the buddha Ananta rati kīrti.
བདེ་བར་འབབ་པ་	A river at Radiant Streams.
བདེ་བར་འདུད་	Father of the buddha Amitatejas.
བདེ་བར་འདུད་	Buddha in the presence of whom the buddha Samṛddha (219 according to the third enumeration) first gave rise to the mind of awakening.
