Tibetan	Description
འགྲོད་	འགྲོད་ gives as a present of བགྲོད་
འགྲོལ་	/p.འགྲོལ་ དགྲོལ་ /ps.བཀྲོལ་ བཀྲོལད་ /f.དགྲོལ་ /imp.ཁྲོལ་ཁྲོལད་ གྲོལད་ /vl. /tr. /cs.གྲོལ་ /res.སྒྲོལ་[Duff]/ch.ex.མདུད་པ་སོགས་ མདུད་བཅིངས་སོགས་ (འགྲོལ་), བཅིངས་པ་སོགས་(དགྲོལ་), མདུད་པ་ཁྲིམས་ /m. To unravel, to make loose, to set free, to unfasten To loosen; to set free from bondage 1. (for a knot, tied rope &c.) To unravel, unwind. 2. (for a higher ranking [person]) To allow, approve 1. To untie, to unravel, to liberate, to release, to unfasten. 2. To comment on, to elucidate.
འགྲོལ་	[2]འགྲོལ་ or {'grold} give as the present of གྲོལ་
རྒ་	/p.རྒ་ རྒད་ /ps.རྒས་ /f.རྒ་/imp.རྒས་ -/inv./int. /synt. [a.o] /m. 1. To be old, aged. 2. To go down, to set (of the sun) (Ja) To become old; to become physically weak, to become lean and thin 1. (for men or cattle) To age. 2. To become old, for time to pass To age, to grow old./n. Root given as rga < *gra /n. related to the nouns rgad po, rgad mo, rgan po, rgan mo, rgas po, rgas mo 'old man, old woman' and the verb bgres.
རྒལ་	/p.རྒོལ་ rgal /ps.བརྒལད་བརྒལ་ /f.བརྒལ་/imp.རྒོལད་ རྒོལ་ /vl. /int. Transitive /synt. [e.a]./res.{sgrol}/ch.ex.ཆུ་སོགས་དང་གཞན་དང་ phar la/m. To ford (a river), to travel through, to pass over, to surmount a pass To cross the river, to cross a limit, to take a bath To cross (a river, valley, pass). 2. To pass, exceed a measure. 3. To go into water To cross, to traverse, to go beyond, to exceed./n. Root given as rgal < *gral./n. gives rgal ba and rgal pa, the latter perhaps indicates the variant rgald pa.
རྒུད་	/p.རྒུད་ /ps.རྒུད་ /f.རྒུད་/imp.རྒུད་ -./inv./int. /synt. [e.a] /ch.ex.རླུང་རྟ་སོགས་/m. To decline, to sink, grow fail To decay; to decline; to become weak or smaller To break down (of power, ability &c. ) To decline, to deteriorate.
རྒོད་	རྒོད་ give as a separate verb from and, give as an an alternate present of དགོད་
རྒོལ་	/p.རྒོལ་ /ps.བརྒལད་ བརྒལ་རྒོལ. rgol. /f.བརྒལ་ བརྒོལ་/imp.རྒོལད་ རྒོལ་ /vl. /tr. /synt. [e.a] /m. To dispute, combat, fight, make controversy To find out by debating, to debate 1. To fight. 2. To negate To oppose, to attack, to assault, to resist./n. Whether intends these forms here or a rgal cannot be known.
རྒྱ་	[1]/p.རྒྱ་ རྒྱས་ /ps.རྒྱས་ /f.རྒྱ་རྒྱས་/imp.-རྒྱས་Iནནོལུནཏརཡ:. /vl. /int/synt. [a.o] /ch.ex.སངས་(-), sangs rgya dmigs rgya (rgyas) /m. To increase in bulk or quantity, to augment, to spread To increase, enlarge, flourish To increase, to multiply To increase, to swell, to grow larger, to develop.
རྒྱ་	[2]/p.རྒྱ་/m. To be useful and of service, to exert oneself.
རྒྱག་	[1]/p.རྒྱོབ་ རྒྱབ་ རྒྱག་( Central Dialect) རྒྱེག་ /ps.བརྒྱབ་བརྒྱབས་ rgyag /f.བརྒྱབ་ བརྒྱག་ རྒྱག ￼. /imp.རྒྱོབ་ རྒྱབས་ རྒྱག /vl., /tr. /synt. [e.a] /ch.ex.ཟོར་དང་མཚོན་སོགས་ rdo sogs/m. To throw, to fling; to hit, to beat, to strike The meaning of this verb differs according to context, e.g. to build; to shoot; to reply; to mark, etc. 1. i. To strike, to hit. ii. A house, wall etc. to make new. iii. To propel to cast 2. In the colloquial language there are many definitions, used like འཇུག་ To project, propel away, send off; to enter, place inside; to do; to make /n. Root given as rgyab < *གརྱབ་ /n. lists two verbs རྒྱག་ and རྒྱབ་ རྒྱབས་ བརྒྱབ་ རྒྱབས་/རྒྱོབ་ with nearly identical meanings. conjectures that the termination -b is original. This verb is frequently added to nouns to form new verbs, it generally indicates a voluntary verb, whereas 'thebs is used in the same way to indicate lack of volition or to show that the action was well done.
རྒྱག་	[2]/p.རྒྱག་ /ps.བརྒྱབ་ /f.རྒྱག་ /imp.-./inv./int. /m. To rise, to emit.
རྒྱགས་	[1]/p.རྒྱགས་ རྒྱག་ /ps.བརྒྱགས་ /f.བརྒྱག་/imp.རྒྱགས་ རྒྱོགས་ - /vl. /inv.Intransitive : /int. /ch.ex.ནོར་དང་ང་རྒྱལ་སོགས་ཀྱིས་ /m. To use provisions on a journey To give a bribe of wealth To be full, to be satisfied, to be satiated./n. evidently conflates this verb with the following. fits here morphologically but semantically is better at brgyags. The relationship between these three verbs (རྒྱགས་1, རྒྱགས་2, བརྒྱགས་) is hardly clear.
རྒྱགས་	[2]/p.རྒྱགས་ /ps.རྒྱགས་ /f.རྒྱགས་ /imp.རྒྱགས་ - /inv./int. /m. To be self satisfied, to be haughty, priggish To be self satisfied.
རྒྱང་	/p.རྒྱང་ /ps.བརྒྱངས་ /f.བརྒྱང་/imp.རྒྱངས་/m. To stretch, extend, stretch forth (one's hands to a person), put out (the tongue); spread; distend (the wings, a curtain) To cause to be delayed; to extend./n. Root given as rgyang < *gryang./n. Compare: rgyong and rkyong.
རྒྱན་	/p.རྒྱན་ /ps.བརྒྱནད་ བརྒྱན་ /f.བརྒྱན་/imp.རྒྱནད་ རྒྱན་ /vl. /tr. /synt. [e.a].Denominative of:རྒྱན་ «ornament» /ch.ex.རྒྱན་དང་དར་སོགས་ཀྱིས་/m. To ornament; to beautify or to decorate, to wear or to put on To adorn, ornament To adorn, ornament, to decorate.
རྒྱབ་	རྒྱབ་ give as the present of རྒྱག་
རྒྱལ་	[1]/p.རྒྱལ་ /ps.རྒྱལད་ རྒྱལ་ /f.རྒྱལ་/imp.རྒྱལ་ -./inv./int. /synt. [Abs. Abl/Ela.] /ch.ex.གཞན་དང་ཤོ་སོགས་ལས་ /m. To be victorious; to win; to conquer; to subdue, to overpower To win, conquer, subdue 1. To remain having defeated an opposing side or enemy. 2. To be superior than another To be victorious, to conquer.
རྒྱལ་	[2]རྒྱལ་ gives as the present of བརྒྱལ་
རྒྱས་	རྒྱས་  give as the present of རྒྱ་
རྒྱུ་	/p.རྒྱུ་ /ps.རྒྱུ་ /f.རྒྱུ་/imp.རྒྱུ་ -./inv./int. /m. To go, walk, move, wander, range (this verb is generally used instead of 'gro in Sikkim) To go; to move To go To move, to roam, to go./n. Compare: 'gyu
རྒྱུ་	རྒྱུ་ (). give as the present of རྒྱུད་
རྒྱུག་	[1]/p.རྒྱུག་ /ps.རྒྱུག་ རྒྱུགས་ /f.རྒྱུག་/imp.རྒྱུག་ རྒྱུགས་ /vl. /int. /synt. [a.o] /m. To run; to race 1. To run. 2. To flow. 3. To sell, engage in commerce.
རྒྱུག་	[2]/p.རྒྱུག་ /ps.བརྒྱུགས་ /f.བརྒྱུག་/imp.རྒྱུགས་ རྒྱུག་ - /vl. /inv./int. /tr. /synt. [Erg.]. [e.a] /ch.ex.རྟ་སོགས་ sngon rjes sogs su, rta zong dang sogs(rgyugs) , rta dangzongsogs(rgyugs), zongsogs(-) /m. To run To run a race; to make one run To race.
རྒྱུགས་	/p.རྒྱུགས་ /ps.རྒྱུགས་ /f.རྒྱུགས་ /imp.རྒྱུགས་ /m. To serve; to serve drink.
རྒྱུང་	/p.རྒྱུང་ /ps.རྒྱུངས་ /f.རྒྱུང་/imp.རྒྱུངས་ /vl. /tr. /m. To wash the stomach (as with cleansing medicine).
རྒྱུད་	/p.རྒྱུད་ རྒྱུ་(). /ps.བརྒྱུས་ /f.བརྒྱུ་/imp.རྒྱུས་ /vl. /tr. /ch.ex.ཕྲེང་བ་སོགས་ skud pa mig la/m. To tie, fasten, connect together (rgyud) To make a string of, to stick together (brgyus) To string; to put in line To put a rope or thread through a hole To thread, to string.
རྒྱུད་	[2]རྒྱུད་ gives as present of བརྒྱུད་
རྒྱེག་	རྒྱེག་ gives as the present of རྒྱག་
རྒྱོ་	/p.རྒྱོ་ (dialect) /ps.བརྒྱོས་ /f.བརྒྱོ་/imp.རྒྱོས་ /vl. /m. To have sexual intercourse; (acc. to Cs.) To deflower, ravish To deflower; to have sexual intercourse To have sexual intercourse (archaic) To have sexual intercourse.
རྒྱོང་	/p.རྒྱོང་ བརྒྱང་ /ps.བརྒྱངས་ /f.བརྒྱང་ /imp.རྒྱོངས་ /vl. /int. /tr. /ch.ex.པགས་པ་སོགས་ gru sogs/m. To extend, stretch forth, distend (rgyong) To extend, stretch out, set out, arrange (brgyang) To fill up, to stretch.1. To stretch, to extend, to distend. 2. To fill up./n. Root given as *rgyang < *gryang (Coblin 1986).
རྒྱོབ་	རྒྱོབ་ gives as the present of རྒྱག་
རྒྱོར་	/p.རྒྱོར་ /m. To kill.
སྒག་	/p.སྒག་ /ps.བསྒགས་ /f.བསྒག་/imp.ཁོག་སྒོགས་ /vl. /tr. /ch.ex.མནའ་སོགས་/m. To ravish, to copulate; to embrace in sexual union To bind, to tie, to fasten.
སྒང་	/p.སྒང་ /ps.བསྒང་ བསྒོངས་ /f.བསྒང་/imp.སྒོངས་ སྒངས་ /vl./cs.gang[]/ch.ex.ཟས་སོགས་/m. To grow, become full (Cs.) To cause to fill./n. Compare: kheng, skong, 'geng.
སྒབ་	/p.སྒབ་ སྒོབ་ /ps.བསྒབས་ བསྒབ་ /f.བསྒབ་/imp.སྒོབས་ སྒོབ་ /vl. /tr./cs.'gebs, (Coblin 1986)/ch.ex.འདྲི་དངསྲི་སོགས་/m. To cover To cause to cover or to spread over; to cause to wear or patch.1. To cover, to conceal. 2. To protect./n. Compare: the noun khebs 'a cover'.
སྒར་	/p.སྒར་ /ps.བསྒརད་ བསྒར་ /f.བསྒར་/imp.སྒོརད་ སྒོར་ /vl. /tr. /m. To dip fry; to solidify in oil 1. To condense, solidify. 2. To attach, to fit, to insert.
སྒལ་	/p.སྒལ་ /cs.'gel[Coblin 1986]/m. To carry a load (on one's back), to cause a load to be carried on the back of a beast of burden./n. Compare: the noun khal 'a load, burden'.
སྒུག་	/p.སྒུག་ /ps.བསྒུགས་ /f.བསྒུག་ TD གིནེས་ བསྒྲུབ, an obvious manuscript error/imp.སྒུགས་  སྐུགས་ /vl., /tr. /synt. [e.a] /ch.ex.རྗེས་ལ་ grogs po sogs, lam du /m. To wait To wait for./n. This word may be a causative formed on a stem *gug. Perhaps it is cognate to 'gugs pa 'to summon' and 'gugs pab po 'one who is summoned, a waiter' (Coblin 1986).
སྒུར་	/p.སྒུར་ /ps.བསྒུརད་ བསྒུར་ སྒུར. /f.སྒུར་ བསྒུར་/imp.སྒུརད་ སྒུར་ /vl. /tr. /ch.ex.རྐེད་པ་སོགས་/m. To become afraid To cause to bow down, to bend down Of the body, to bend forward To bend, to bend down.
སྒུལ་	/p.སྒུལ་ /ps.བསྒུལད་ བསྒུལ་ /f.བསྒུལ་/imp.སྒུལད་ སྒུལ་ /vl. /tr. /synt. [e.a]./cs.'gul,, /ch.ex.ལགཔ་སོགས་ཀྱིས་ g-yo ba'i/m. To move, agitate, put in motion To shake; to cause to move 1. To make something move, or shake. 2. To cause a transformation To move, to shake, to agitate.
སྒེག་	/p.སྒེག་ (Goldstein 2001)/m. To brag, boast (Cs.) To be charming, graceful (Goldstein 2001)
སྒོ་	/p.སྒོ་ /ps.བསྒོས་ /f.བསྒོ་￼/imp.སྒོས་ /vl. /tr. /synt. [e.a]./cs.'go (Duff, def. 2 )/ch.ex.དྲི་བཟང་སོགས་སྐྱིས་ dka' dang dus ra dri ma sogs (?)/m. (obsolete) To say; to speak, (mostly) to bid, to order To order; to cause to be predisposed; to be habituated 1. To make one thing to stick to or contaminate another thing. 2. To teach to another 1. To command, to order, to exhort, to instruct. 2. To be contaminated, to be polluted./n. lists the fut seperatley with definition 'to rub with; to apply on'. only gives the definition 'to soil, stain, defile, infect with disease'.
སྒོག་	/p.སྒོག་ /ps.བསྒགས་ /f.བསྒག་/imp.སྒོགས་ /vl. /tr. /ch.ex.མནའ་་/m. To make one swear (Cs.) To make one swear; to cause to take an oath 1. To bind tightly. 2. To restrict, prohibit. 3. To coerce, force, compel To take an oath, to swear an oath.
སྒོང་	[1]/p.སྒོང་ /ps.བསྒངས་ བསྒོངས་ /f.བསྒང་ བསྒོང་ /imp.སྒོངས་ སྒོང་ /vl. /tr. /ch.ex.ཟན་སོགས་ zas sogs dang gcig tu/m. To make in tea balls to eat [sic], to make round balls of dough (Cs.). To make a globular mass: to heap; to make paste for food To make into a ball (barley flower &c.).To make into a ball.
སྒོང་	[2]/p.སྒོང་ /ps.སྒོང་བསྒོངས་ /f.སྒོང་བསྒོང་ /imp.སྒོངས་ /vl. /tr. /m. To load firewood &c. on to a fire (dialect) To heap fuel onto a fire.
སྒོངས་	/p.སྒོང་སྒོངས་ /m. To hide; to conceal (a thing) (Sch.).
སྒོབ་	སྒོབ་ gives as the present of སྒབ་
སྒོམ་	/p.སྒོམ་ /ps.བསྒོམས་ /f.བསྒོམ་/imp.སྒོམས་ སྒོམ་ /vl. /tr. /synt. [e.a]./cs.goms[Duff]/ch.ex.ཏིང་ངེ་འཛིན་ ting nge 'dzind sogs, ting 'dzin/m. 1. (originally) to fancy, imagine. 2. (now, with accusative and dative) To meditate, contemplate systematically. 3. (with accusative and terminative, or with double accusative) To have; to entertain; to reproduce (in one's mind) To meditate, to practice meditation; to cultivate in meditation To bring to memory again and again in the mind To meditate.
